lead_id,business_name,category,service_keywords,location_fit,address,city_area,province,country,phone,email,website,source_name,source_url,source_checked_date,contact_type,popia_consent_status,email_marketing_allowed_now,allowed_next_step,notes
MEY-054-tjv-automation-and-control-p,TJV Automation and Control (Pty) Ltd,Automation and engineering,"CAD, electrical drawings, custom electrical enclosures, jigging, tooling, custom builds",Meyerton based,"304 De Wet St, Meyerton, Gauteng, 1871",Meyerton,Gauteng,South Africa,087 088 6363,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/tjv-automation-and-control-pty-ltd/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Meyerton-specific directory listing.
MEY-055-absorbetech-for-africa,Absorbetech for Africa,Environmental services,"Sustainable spill solutions, environmental services",Meyerton based,"184 Eland Rd, Unit 2, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,082 704 7080,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/absorbetech-for-africa/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Meyerton-specific directory listing.
MEY-056-clicks-meyerton,Clicks Meyerton,Pharmacy and retail health,"Pharmacy, health and beauty retail",Meyerton based,"Loch St, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,016 362 1301,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/clicks-meyerton/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Retail chain; lower priority as independent service provider lead.
MEY-057-pulse-perfumery,Pulse Perfumery,Retail and fragrance,"Perfumes, fragrance retail",Meyerton based,"1 Loch St, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,076 960 8471,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/pulse-perfumery/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Retail lead; lower priority for pro-services marketing.
MEY-058-plastic-spice,Plastic & Spice,Retail supplies,"Kitchenware, baking ingredients, party supplies, cleaning products",Meyerton based,"Loch St, TM Service, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,016 362 3474,,https://plasticandspice.com/,The Business Directory / VaalIO,https://www.thebusinessdirectory.co.za/listings/plastic-spice/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Retail/supplier lead.
MEY-059-morrys-guesthouse-meyerton,Morrys Guesthouse Meyerton,Accommodation services,Guesthouse accommodation,Meyerton based,"43 Morris Rd, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,081 784 6033; 060 418 8860,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/morrys-guesthouse-meyerton/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Accommodation service provider.
MEY-060-exclusive-pool-heating,Exclusive Pool Heating,Pool services and solar heating,"Swimming pool solar panels, pool heating, installations",Meyerton based,"Wargrave Rd, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,016 366 7052,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/exclusive-pool-heating/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Good fit for home-services provider recruitment.
MEY-061-exclusive-pool-covers,Exclusive Pool Covers,Pool services,"Swimming pool safety covers, PVC covers, solar blankets",Meyerton based,"Wargrave Rd, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,010 012 6125,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/exclusive-pool-covers/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Good fit for home-services provider recruitment.
MEY-062-bathroom-bizarre-head-office,Bathroom Bizarre Head Office,Bathroom and tiling supplier,"Sanitary ware, tiling, bathroom supplies",Meyerton based,"Cnr Lily & Morris Rd, Meyerton Park (Farms), Meyerton, Gauteng, 1960","Meyerton Park, Meyerton",Gauteng,South Africa,0861 555 000,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/bathroom-bizarre-head-office/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Supplier/head office; not primarily a marketplace pro.
MEY-063-jacobs-chemicals-trading-pty,Jacobs Chemicals Trading Pty Ltd,Chemical supplier,"Chemical trading, manufacturing/supply",Meyerton based,"34 E G Jansen Rd, Barrow Village, Meyerton, Gauteng, 1961","Barrow Village, Meyerton",Gauteng,South Africa,061 624 9373; 074 361 8930,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/jacobs-chemicals-trading/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Supplier lead.
MEY-064-drainblox-blocked-drains,Drainblox | Blocked Drains,Drainage services,"Blocked drains, drain technicians",Meyerton based,"5 Jack Price St, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,062 248 0042,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/drainblox-blocked-drains/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Strong Sjoh home-services fit.
MEY-065-bw-productions,BW Productions,Event management,"Event management, productions",Meyerton based,"52 The Avenue, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,072 985 0426,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/bw-productions/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Event services.
MEY-066-protective-hygiene,Protective Hygiene,Hygiene and sanitation,"PPE showroom, hygiene and sanitation",Meyerton based,"52 The Avenue, Henley On Klip, Meyerton, Gauteng, 1961",Henley On Klip / Meyerton,Gauteng,South Africa,082 321 6520,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/protective-hygiene/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Hygiene supplier/service lead.
MEY-067-murriers-integral-solutions-,Murriers Integral Solutions Pty Ltd,Manufacturing,Manufacturing,Meyerton based,"74 Batoliet Rd, Unit 1, Meyerton, Gauteng, 1873",Meyerton,Gauteng,South Africa,016 023 0081,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/murriers-integral/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Manufacturing lead.
MEY-068-cc-automotive-engineering,CC Automotive Engineering,Automotive engineering,"Crankshaft grinding, line boring, cylinder heads, conrods, surface grinding, crack detecting, pressure testing",Meyerton based,"260 Main Rd, cnr Main and Kruger St, Meyerton, Gauteng, 1961",Meyerton,Gauteng,South Africa,011 022 8474,,,The Business Directory,https://www.thebusinessdirectory.co.za/listings/cc-automotive-engineering/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Automotive engineering service provider.
MEY-069-mctee-projects-and-security,Mctee Projects and Security,Landscaping and security,"Tree felling, site clearance, stump removal, landscaping, gardens",Meyerton based,"48 Rooijakkals Avenue, Meyerton, 1939",Meyerton,Gauteng,South Africa,,,,Homeimprovement4U listing,https://www.homeimprovement4u.co.za/directory/category/landscaping-gardens/location/gauteng/sedibeng-vereeniging/meyerton/,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Directory exposes contact form/email button but no direct email in first pass.
MEY-070-sigma-qms,Sigma QMS,SHEQ consulting,"SHEQ management, quality management systems, QMS audits, safety files, risk assessment, incident investigation",Meyerton based,"Riversdale, Meyerton, 1961","Riversdale, Meyerton",Gauteng,South Africa,073 031 0518,,https://www.sigmaqms.co.za,VaalIO listing,https://www.vaalio.co.za/sigma-qms,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Good B2B services lead; no email shown.
MEY-071-welpack,Welpack,Packaging supplier,"Packaging products, boxes, plastic sheeting, pallet wrap",Meyerton based,"15 Tom Muller Avenue, Meyerton, 1961",Meyerton,Gauteng,South Africa,016 362 2136/7; 082 442 9198,,http://www.welpac.co.za,VaalIO listing,https://www.vaalio.co.za/directory-business/listings/welpack,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Supplier lead; no email shown.
MEY-072-computec,Computec,IT services,"Hardware, software, upgrades, repairs, networking, servers, hosting, website design, CCTV, POS, remote support",Meyerton based,"C/o Verwoerd & Viljoen Road, Rothdene, Meyerton, 1961","Rothdene, Meyerton",Gauteng,South Africa,016 363 0522; 083 304 7244,,http://www.computecit.co.za,VaalIO listing,https://www.vaalio.co.za/computec,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Good professional services lead; no email shown.
MEY-073-shinenatix-solar,Shinenatix Solar,Solar installation,"Solar installations, system maintenance, financing options",Meyerton based,"1101 Regatta Road, Meyerton, 1961",Meyerton,Gauteng,South Africa,082 683 0604,,http://www.shinenatix.com,VaalIO listing,https://vaalio.co.za/shinenatix-solar,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",No email shown.
MEY-074-zoeke-design-studio,Zoeke Design Studio,Marketing and design services,"Graphic design, web design, video design, stationery design, print, social media design, website design",Meyerton based,"Meyerton, South Africa",Meyerton,Gauteng,South Africa,062 046 1808,,http://www.zoeke.co.za,VaalIO listing,https://www.vaalio.co.za/zoeke-design-studio,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Good B2B creative services lead; no email shown.
MEY-075-budget-engineering-services-,Budget Engineering Services CC,Engineering supplier,"Shim stock, precision shims, laser alignment, engineering and architectural services",Meyerton based,"411 Galloway Street, Sybrand van Niekerk Park, Meyerton, 1961","Sybrand van Niekerk Park, Meyerton",Gauteng,South Africa,016 362 1973,,https://budgetengineeringsa.com,VaalIO listing,https://www.vaalio.co.za/budget-engineering-services-cc-2,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",No email shown.
MEY-076-masoil-lubricants,Masoil Lubricants,Manufacturing and automotive supplier,"Automotive engine oils, gear oils, hydraulic oils, ATF, brake fluids, antifreeze",Meyerton based,"11 Kraai Street, Meyerton, 1961",Meyerton,Gauteng,South Africa,079 945 9221,,http://www.masoil.co.za,VaalIO listing,https://www.vaalio.co.za/masoil-lubricants,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",No email shown.
MEY-077-iss-investigations,ISS-Investigations,Private investigation services,"Violent crime investigations, economic crime, matrimonial matters, research",Meyerton based,"20 Mitchell Street, Meyerton, 1961",Meyerton,Gauteng,South Africa,061 642 4908; 072 613 9925,,http://www.iss-investigations.org,VaalIO listing,https://www.vaalio.co.za/directory-business/listings/iss-investigations,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",No email shown.
MEY-078-bookworx-accounting-services,Bookworx Accounting Services,Accounting and bookkeeping,"Bookkeeping, accountant",Meyerton based,"Sedibeng District Municipality, Meyerton, 1929",Meyerton / Sedibeng,Gauteng,South Africa,068 132 0861,,,VaalIO listing,https://www.vaalio.co.za/directory-business/listings/bookworx-accounting-services,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",No email shown.
MEY-079-magala-towing,Magala Towing,Transport and towing services,"Towing, heavy machinery relocation, equipment transportation, vehicle recovery, crane trucks, rollbacks",Meyerton based,"8 Hill Road, Meyerton, 1961",Meyerton,Gauteng,South Africa,076 258 0943,,https://magalatowing.co.za,VaalIO listing,https://www.vaalio.co.za/magala-towing,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",No email shown.
MEY-080-xolar-energy-pty-ltd,Xolar Energy (Pty) Ltd,Solar and electrical services,"Commercial solar, industrial solar, residential solar, design, supply, installation, aftercare, energy management, electrical services",Meyerton based,"Office 7, Chazown Suites, 60 Reitz Street, Meyerton, 1961",Meyerton,Gauteng,South Africa,079 583 3319,sales@xolarenergy.co.za,,Midvaal Business Chamber member page,https://midvaalchamber.co.za/member/xolar-energy/,2026-05-19,generic_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public chamber member listing.
MEY-081-mpilo-occupational-health-se,Mpilo Occupational Health Service,Occupational health services,"Annexure 3 medical certificates, pre-employment medicals, periodic assessments, x-rays, drug screening, mobile units",Meyerton based,"39 Boet Kruger Street, Meyerton, 1661; also Alberton",Meyerton,Gauteng,South Africa,011 907 0645,info@mpilohealth.co.za,,Midvaal Business Chamber member page,https://midvaalchamber.co.za/member/mpilo-occupational-health-services/,2026-05-19,generic_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public chamber member listing.
MEY-082-modise-properties,Modise Properties,Real estate and property management,"Rental property management, tenant management, business management services",Meyerton based,Meyerton,Meyerton,Gauteng,South Africa,082 528 7331; 081 852 6648,assist@modiseproperties.co.za,,Midvaal Business Chamber member page,https://midvaalchamber.co.za/member/modise-properties/,2026-05-19,generic_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public chamber member listing.
MEY-083-jad-supplies-and-services-pt,JAD Supplies and Services (Pty) Ltd,Electrical and alternative energy services,"Domestic electrical, commercial electrical, industrial electrical, alternative energy, motor repairs, machine repairs, maintenance, installations",Meyerton based,"6 Elizabeth Avenue, Pendale A/H, Meyerton","Pendale AH, Meyerton",Gauteng,South Africa,016 023 0290,info@jadsands.co.za,,Midvaal Business Chamber member page,https://midvaalchamber.co.za/member/jad-supplies-services/,2026-05-19,generic_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public chamber member listing.
MEY-084-316-travel-pty-ltd,316 Travel (Pty) Ltd,Travel services,"Travel agency, air, cruise, accommodation, holiday packages, visa services",Meyerton based,"151 Viljoen Avenue, Meyerton",Meyerton,Gauteng,South Africa,061 489 3492,lilanie@316travel.co.za,,Midvaal Business Chamber member page,https://midvaalchamber.co.za/member/316-travel/,2026-05-19,named_or_role_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public chamber member listing; named business email.
MEY-085-eco-sand-and-stone-pty-ltd,Eco Sand and Stone (Pty) Ltd,Building materials and transport services,"Recycled aggregates, building sand, builders blend, rubble removal, transport services",Serves Meyerton,"Sebokeng, Vereeniging, Heidelberg, Alberton, Meyerton service area",Services Meyerton,Gauteng,South Africa,072 637 7525,ettiene@eco-sand.co.za,,Midvaal Business Chamber member page,https://midvaalchamber.co.za/member/eco-sand-and-stone/,2026-05-19,named_or_role_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Service-area lead; named business email.
MEY-086-erg-bederf-salon,Erg Bederf Salon,Beauty and spa services,"Manicures, pedicures, salon services",Meyerton based,"56 Loch St, Meyerton, 1961",Meyerton,Gauteng,South Africa,071 679 3376,ergbederf@gmail.com,,AfricaBizInfo listing,https://www.africabizinfo.com/ZA/erg-bederf-salon_1p-071-679-3376,2026-05-19,consumer_or_named_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Gmail listed publicly; contact person named in source.
MEY-087-uilliam-beauty-studio,Uilliam Beauty Studio,Beauty and aesthetics,"Gel nails, brows, skincare, makeup, waxing, facials",Meyerton based,Meyerton,Meyerton,Gauteng,South Africa,061 523 1414,info@uilliambeauty.co.za,https://uilliambeauty.co.za/,Uilliam Beauty website,https://uilliambeauty.co.za/,2026-05-19,generic_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public generic email.
MEY-088-kanita-s-hair-salon,Kanita's Hair Salon,Hair and beauty services,Hair salon,Meyerton based,"22 Reitz Street, Meyerton, 1960",Meyerton,Gauteng,South Africa,016 362 0225; 082 854 0161,,,Locale/Firmania listings,https://za.locale.online/kanitas-hair-salon-442227808.html,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Two public listings show different phone numbers; verify before use.
MEY-089-b-beautiful-skoonheidssalon,B-Beautiful Skoonheidssalon,Beauty services,"Beauty salon, skin care",Meyerton based,"87 Shippard St, Meyerton, 1961",Meyerton Ext 4,Gauteng,South Africa,082 556 8982,,,Cylex listing,https://www.cylex.net.za/company/b-beautiful-skoonheidssalon-23778345.html,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",No public email found.
MEY-090-artistique-nails,Artistique Nails,Beauty services,"Nails, gel, acrylic, manicures, pedicures, waxing, makeup, tinting",Meyerton based,"12 Jakaranda Street, Golfpark, Meyerton, 1960","Golfpark, Meyerton",Gauteng,South Africa,087 700 1241; 083 444 1910,danel@artistiquenails.co.za,https://artistiquenails.co.za/,Artistique Nails website,https://artistiquenails.co.za/,2026-05-19,named_or_role_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public named business email.
MEY-091-sparkle-shine-nail-salon,Sparkle & Shine Nail Salon,Beauty services,"Nail salon, gel overlays, tips, sculpture",Meyerton based,"75 Henry Street, Risiville, Meyerton","Risiville, Meyerton",Gauteng,South Africa,076 283 3558,tanya82551@gmail.com,https://book.heygoldie.com/Sparkle-Shine-Nail-Salon,Goldie booking page,https://book.heygoldie.com/Sparkle-Shine-Nail-Salon,2026-05-19,consumer_or_named_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Gmail listed publicly on booking page.
MEY-092-photos-carlett-studio,Photos@Carlett Studio,Photography services,"Portrait photography, wedding photography, commercial photography, studio photography",Meyerton based,"21 Buhner St, Meyerton",Meyerton,Gauteng,South Africa,082 591 8523,info@photosatcarlettstudio.online,https://photosatcarlettstudio.online/,Photos@Carlett Studio website,https://photosatcarlettstudio.online/,2026-05-19,generic_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Public generic email.
MEY-093-en-vie-hairdressing,En Vie Hairdressing,Hair and beauty services,"Hairdressing, beauty salon",Meyerton based,Global Fitness / Meyerton Farms; public listing also references Boet Kruger and Joos Williamson Rd moves,Meyerton,Gauteng,South Africa,082 642 8143; 082 954 1608,,https://www.facebook.com/,Beauty Nail Hair Salons listing,https://www.beautynailhairsalons.com/ZA/Meyerton/768018706872302/En-Vie-Hairdressing,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Address history appears inconsistent; verify before contacting.
MEY-094-faw-midvaal,FAW Midvaal,Truck and automotive services,"New and used car dealers, auto electrical repairs, diagnostics, engine management, mechanical repairs, spare parts, heavy vehicle repairs",Meyerton based,"61 Technology Crescent, Kliprivier Business Park, Midvaal, Kliprivier, Meyerton",Kliprivier / Meyerton,Gauteng,South Africa,011 900 1228,,,Services4Africa listing,https://services4africa.co.za/Search/service-provider.aspx?name=faw-midvaal-&sp_id=2455817,2026-05-19,no_email_found,not_contacted_consent_required,No,"No public email captured: verify details and invite opt-in by phone, in person, or web form before email marketing.",Approved services listing; no email shown.
MEY-095-midvaal-commercial-park,Midvaal Commercial Park,Commercial property services,"Commercial property, warehousing, business premises, industrial units",Meyerton based,"Corner of Sybrand van Niekerk Highway & Johan le Roux off-ramp, Meyerton",Meyerton,Gauteng,South Africa,082 521 9616,admin@midvaalcommercial.co.za,https://www.midvaalcommercial.co.za/,Midvaal Commercial Park website,https://www.midvaalcommercial.co.za/,2026-05-19,generic_business_email,not_contacted_consent_required,No,"Consent required: use once only for POPIA Form 4 consent request, or market only under existing-customer exception after opt-in.",Good channel partner for reaching tenants; do not treat tenant data as consent.
